loan_id,customer_id,loan_amnt,term,int_rate,installment,grade,sub_grade,purpose,issue_d
797559,281075,12000.0, 60 months,20.89,323.9,D,D4,debt_consolidation,2018-08-01
1146753,161979,30000.0, 36 months,12.39,1002.03,C,C1,debt_consolidation,2014-11-01
1444488,564388,19500.0, 60 months,14.47,458.5,C,C2,credit_card,2018-10-01
1018843,47786,25000.0, 36 months,5.32,752.87,A,A1,home_improvement,2016-03-01
994262,570866,3000.0, 36 months,18.25,108.84,D,D3,debt_consolidation,2016-03-01
1374140,652223,2000.0, 36 months,10.72,65.22,B,B2,other,2018-12-01
55847,57472,10000.0, 36 months,7.26,309.97,A,A4,credit_card,2015-12-01
2101821,128094,25000.0, 36 months,7.07,772.73,A,A2,credit_card,2017-11-01
459732,33186,40000.0, 60 months,12.62,902.37,C,C1,debt_consolidation,2018-02-01
2051409,80551,25000.0, 36 months,9.44,800.13,B,B1,debt_consolidation,2017-12-01
829267,577442,15000.0, 36 months,7.84,468.94,A,A4,debt_consolidation,2018-08-01
1747024,629962,12000.0, 60 months,12.74,271.45,C,C1,credit_card,2017-01-01
1746552,98655,25000.0, 60 months,21.49,683.25,D,D5,home_improvement,2017-01-01
1390882,514016,13000.0, 60 months,16.14,317.11,C,C4,debt_consolidation,2018-12-01
414753,389874,20250.0, 36 months,14.31,695.15,C,C4,debt_consolidation,2015-01-01
71167,400242,20000.0, 36 months,10.99,654.68,B,B4,credit_card,2015-11-01
758889,619973,15000.0, 36 months,10.08,484.58,B,B1,other,2018-09-01
415791,296606,8000.0, 36 months,12.39,267.21,C,C1,debt_consolidation,2015-01-01
402946,657262,7000.0, 36 months,8.19,219.97,A,A5,debt_consolidation,2015-01-01
795877,342433,12000.0, 36 months,8.46,378.59,A,A5,debt_consolidation,2018-08-01
567628,331802,20000.0, 36 months,11.99,664.2,B,B5,credit_card,2017-08-01
227006,111301,24000.0, 60 months,9.17,500.19,B,B2,credit_card,2015-07-01
607946,54867,35000.0, 36 months,21.45,1326.73,D,D5,credit_card,2017-08-01
94169,174786,7475.0, 36 months,9.17,238.3,B,B2,home_improvement,2015-10-01
5499,481519,6000.0, 36 months,5.32,180.69,A,A1,debt_consolidation,2015-12-01
421881,440535,3350.0, 36 months,21.85,127.68,D,D5,debt_consolidation,2018-03-01
932780,644316,36000.0, 60 months,9.93,763.66,B,B2,debt_consolidation,2017-05-01
260664,527560,24000.0, 60 months,13.99,558.32,C,C4,debt_consolidation,2015-06-01
2042138,296962,10000.0, 36 months,6.08,304.59,A,A2,credit_card,2017-12-01
867224,209939,2000.0, 36 months,15.02,69.36,C,C3,credit_card,2018-07-01
800548,105291,24000.0, 36 months,18.94,879.02,D,D2,debt_consolidation,2018-08-01
1747805,190144,12000.0, 36 months,11.49,395.66,B,B5,credit_card,2017-01-01
1161246,401383,8400.0, 36 months,8.39,264.74,A,A5,debt_consolidation,2014-10-01
429945,33929,28000.0, 60 months,14.07,652.53,C,C3,debt_consolidation,2018-03-01
1331401,232507,8500.0, 36 months,16.99,303.01,D,D1,debt_consolidation,2014-02-01
1378258,512661,25000.0, 60 months,10.72,540.08,B,B2,debt_consolidation,2018-12-01
1384908,603460,6500.0, 36 months,6.46,199.11,A,A1,debt_consolidation,2018-12-01
577360,513017,26150.0, 36 months,24.85,1037.65,E,E3,debt_consolidation,2017-08-01
1545945,534954,10000.0, 60 months,7.34,199.63,A,A4,other,2018-05-01
454512,262390,11000.0, 60 months,11.98,244.58,B,B5,debt_consolidation,2018-03-01
489647,483402,5000.0, 36 months,18.06,180.92,D,D2,debt_consolidation,2018-02-01
1347283,78177,24500.0, 36 months,6.03,745.68,A,A1,credit_card,2014-01-01
385476,117729,24000.0, 36 months,10.49,779.95,B,B3,debt_consolidation,2015-02-01
1447504,255016,7200.0, 36 months,16.91,256.38,C,C5,debt_consolidation,2018-10-01
841494,78420,28000.0, 60 months,10.08,596.03,B,B1,debt_consolidation,2018-07-01
2064897,426757,3200.0, 36 months,7.35,99.32,A,A4,house,2017-12-01
463123,373622,10000.0, 36 months,12.61,335.07,C,C1,credit_card,2018-02-01
388695,303672,15425.0, 60 months,18.54,396.24,E,E1,debt_consolidation,2015-02-01
1849029,481764,9000.0, 36 months,11.14,295.25,B,B2,credit_card,2013-05-01
1299183,296677,7200.0, 36 months,8.9,228.63,A,A5,credit_card,2014-04-01
1251604,400539,5000.0, 36 months,12.49,167.25,B,B5,debt_consolidation,2014-06-01
1309834,257987,8750.0, 36 months,7.9,273.79,A,A4,credit_card,2014-03-01
149563,137749,30000.0, 36 months,7.89,938.57,A,A5,credit_card,2015-09-01
238818,237166,10000.0, 60 months,15.61,241.12,D,D1,debt_consolidation,2015-07-01
885517,602079,15000.0, 36 months,9.93,483.52,B,B2,debt_consolidation,2017-06-01
2167953,95111,32000.0, 60 months,13.49,736.16,C,C2,debt_consolidation,2016-12-01
2006559,172805,13000.0, 36 months,5.32,391.5,A,A1,debt_consolidation,2016-07-01
371302,80559,24000.0, 36 months,8.18,754.07,B,B1,debt_consolidation,2015-03-01
315562,402161,19000.0, 36 months,6.68,583.89,A,A3,debt_consolidation,2015-04-01
1774324,205374,6400.0, 36 months,23.4,249.08,E,E5,debt_consolidation,2013-11-01
644859,512564,17400.0, 60 months,17.09,433.28,D,D1,debt_consolidation,2017-07-01
1319384,318205,30000.0, 36 months,7.62,934.85,A,A3,credit_card,2014-03-01
2063808,3764,16000.0, 36 months,9.44,512.08,B,B1,other,2017-12-01
66776,592873,24000.0, 60 months,9.17,500.19,B,B2,credit_card,2015-11-01
1783401,396623,21850.0, 36 months,11.99,725.63,B,B3,credit_card,2013-10-01
2076928,435373,8200.0, 36 months,6.08,249.76,A,A2,debt_consolidation,2017-11-01
698165,629249,10000.0, 36 months,7.39,310.56,A,A4,debt_consolidation,2016-05-01
1031284,614006,35000.0, 60 months,21.18,950.42,E,E3,debt_consolidation,2016-03-01
999114,385551,11650.0, 36 months,11.47,384.01,B,B5,debt_consolidation,2016-03-01
1849001,614227,17000.0, 36 months,7.9,531.94,A,A4,debt_consolidation,2013-05-01
2037827,627945,4000.0, 36 months,12.79,134.38,C,C1,small_business,2016-07-01
1731752,59465,30000.0, 60 months,15.99,729.39,C,C5,debt_consolidation,2017-01-01
1019473,651961,25000.0, 36 months,5.32,752.87,A,A1,home_improvement,2016-03-01
191973,465358,15000.0, 36 months,9.99,483.94,B,B3,debt_consolidation,2015-08-01
1332076,443583,15000.0, 60 months,11.99,333.6,B,B3,credit_card,2014-02-01
2107134,547415,7200.0, 36 months,14.08,246.36,C,C3,debt_consolidation,2017-11-01
1865810,402487,9600.0, 36 months,18.49,349.43,D,D2,home_improvement,2013-03-01
1195909,405139,12000.0, 36 months,9.17,382.55,B,B1,credit_card,2014-09-01
202119,653319,5000.0, 36 months,11.53,164.96,B,B5,debt_consolidation,2015-07-01
718414,317508,14400.0, 60 months,18.99,373.47,D,D4,debt_consolidation,2016-04-01
632817,605428,20000.0, 60 months,15.05,476.33,C,C4,debt_consolidation,2017-07-01
383823,512350,22600.0, 60 months,20.99,611.28,E,E4,home_improvement,2015-02-01
557990,385251,10000.0, 36 months,9.93,322.35,B,B2,debt_consolidation,2017-09-01
1709817,57395,32000.0, 60 months,13.99,744.42,C,C3,debt_consolidation,2017-02-01
268565,231376,5000.0, 36 months,15.61,174.83,D,D1,credit_card,2015-05-01
2090526,539236,22500.0, 36 months,11.99,747.22,B,B5,debt_consolidation,2017-11-01
1806843,487655,19000.0, 60 months,13.68,438.96,C,C1,credit_card,2013-09-01
1442931,480342,30000.0, 36 months,10.47,974.65,B,B2,debt_consolidation,2018-10-01
871549,473172,21000.0, 36 months,10.08,678.4,B,B1,debt_consolidation,2018-07-01
1179562,318482,4000.0, 36 months,17.57,143.75,D,D4,medical,2014-10-01
1289768,545271,9750.0, 36 months,15.31,339.47,C,C4,other,2014-04-01
1896573,332891,18000.0, 60 months,21.0,486.97,E,E2,debt_consolidation,2012-11-01
19240,427452,12000.0, 60 months,13.18,274.15,C,C3,medical,2015-12-01
394182,618423,8000.0, 36 months,8.19,251.4,A,A5,credit_card,2015-01-01
1501203,47671,15000.0, 36 months,6.83,462.0,A,A3,debt_consolidation,2018-06-01
1299150,204171,11675.0, 36 months,11.99,387.73,B,B3,credit_card,2014-04-01
1080856,653575,35000.0, 36 months,14.46,1204.06,C,C4,debt_consolidation,2016-02-01
246834,354514,18725.0, 60 months,24.99,549.5,F,F4,debt_consolidation,2015-06-01
1099424,33185,28000.0, 60 months,10.78,605.73,B,B4,debt_consolidation,2016-01-01
2119605,225850,8800.0, 36 months,11.99,292.25,B,B5,debt_consolidation,2017-10-01
2201582,4530,6000.0, 36 months,12.74,201.42,C,C1,credit_card,2016-11-01
1370134,96874,30000.0, 36 months,15.02,1040.26,C,C3,debt_consolidation,2018-12-01
961913,534950,6000.0, 36 months,12.74,201.42,C,C1,debt_consolidation,2017-04-01
1870466,139106,23000.0, 36 months,11.14,754.52,B,B2,credit_card,2013-03-01
1906742,510214,14400.0, 36 months,6.62,442.14,A,A2,other,2012-09-01
297298,491677,20000.0, 60 months,16.99,496.95,D,D3,debt_consolidation,2015-05-01
761405,176080,21000.0, 60 months,6.11,407.07,A,A1,debt_consolidation,2018-09-01
329746,654918,20000.0, 60 months,21.67,548.64,E,E5,home_improvement,2015-04-01
956774,441283,6025.0, 36 months,12.74,202.26,C,C1,credit_card,2017-04-01
1457691,313510,8000.0, 36 months,8.46,252.4,A,A5,credit_card,2018-10-01
2226012,160820,6000.0, 36 months,22.74,231.45,E,E1,debt_consolidation,2016-11-01
1516674,425014,10000.0, 36 months,13.06,337.23,C,C1,credit_card,2018-06-01
526978,334242,10000.0, 36 months,10.91,326.97,B,B4,credit_card,2018-01-01
1653583,674793,17350.0, 36 months,18.29,411.99,G,G4,debt_consolidation,2008-04-01
1314712,263397,5000.0, 36 months,18.92,183.08,D,D4,debt_consolidation,2014-03-01
776459,547147,20000.0, 60 months,16.91,496.09,C,C5,debt_consolidation,2018-09-01
885896,434587,7000.0, 36 months,7.97,219.26,A,A5,car,2017-06-01
998103,346108,9725.0, 36 months,17.27,348.04,D,D2,debt_consolidation,2016-03-01
618392,600483,6000.0, 36 months,21.45,227.44,D,D5,debt_consolidation,2017-07-01
1480440,270897,16000.0, 60 months,16.14,390.29,C,C4,credit_card,2018-10-01
1052128,675383,5000.0, 36 months,11.47,164.81,B,B5,home_improvement,2016-02-01
8475,180860,30000.0, 36 months,9.17,956.37,B,B2,debt_consolidation,2015-12-01
2247138,380496,12000.0, 36 months,11.49,395.66,B,B5,debt_consolidation,2016-10-01
1591132,384531,30000.0, 60 months,11.98,667.04,B,B5,debt_consolidation,2018-04-01
1799551,439933,11700.0, 60 months,8.9,242.31,A,A5,debt_consolidation,2013-09-01
1129509,60345,25000.0, 60 months,14.31,585.74,C,C4,debt_consolidation,2014-11-01
441574,68325,34000.0, 36 months,9.92,1095.81,B,B2,credit_card,2018-03-01
864963,547839,25000.0, 36 months,14.47,860.16,C,C2,debt_consolidation,2018-07-01
895822,147758,28000.0, 36 months,5.32,843.22,A,A1,credit_card,2017-06-01
1532882,587251,16000.0, 60 months,9.58,336.66,B,B1,debt_consolidation,2018-05-01
1776636,643627,17000.0, 36 months,13.67,578.3,B,B5,home_improvement,2013-11-01
1399065,124187,35000.0, 60 months,14.47,822.95,C,C2,debt_consolidation,2018-11-01
479045,203579,3000.0, 36 months,21.45,113.72,D,D5,moving,2018-02-01
1940431,399728,7200.0, 36 months,13.99,246.05,C,C3,debt_consolidation,2016-09-01
1114009,627614,16000.0, 36 months,11.48,527.47,B,B5,credit_card,2016-01-01
767018,314974,16000.0, 60 months,22.35,445.1,D,D5,debt_consolidation,2018-09-01
457720,401613,11000.0, 36 months,14.07,376.33,C,C3,major_purchase,2018-03-01
380577,416805,3000.0, 36 months,12.99,101.07,C,C2,medical,2015-02-01
994973,547407,16400.0, 36 months,19.99,609.4,E,E1,debt_consolidation,2016-03-01
1306795,96424,30000.0, 36 months,11.99,996.29,B,B3,debt_consolidation,2014-03-01
124841,534342,8000.0, 36 months,15.61,279.72,D,D1,debt_consolidation,2015-10-01
312804,254938,11575.0, 36 months,11.53,381.87,B,B5,debt_consolidation,2015-04-01
817746,305876,8000.0, 36 months,7.21,247.79,A,A3,debt_consolidation,2018-08-01
1819105,651275,18000.0, 36 months,7.62,560.91,A,A3,credit_card,2013-08-01
1642051,638457,12000.0, 36 months,12.73,402.8,C,C1,debt_consolidation,2010-05-01
853352,224010,7000.0, 36 months,17.97,252.97,D,D1,credit_card,2018-07-01
1676704,480457,11000.0, 36 months,5.32,331.27,A,A1,other,2017-03-01
607507,614801,5000.0, 36 months,14.08,171.09,C,C3,credit_card,2017-08-01
736296,270136,10000.0, 60 months,20.75,269.13,E,E2,debt_consolidation,2016-04-01
870183,36340,13000.0, 60 months,9.58,273.54,B,B1,credit_card,2018-07-01
137084,152171,22025.0, 36 months,13.33,745.62,C,C3,debt_consolidation,2015-09-01
1075107,280543,3600.0, 36 months,11.99,119.56,C,C1,other,2016-02-01
209669,356266,10000.0, 36 months,10.99,327.34,B,B4,other,2015-07-01
811090,535007,15000.0, 36 months,8.46,473.24,A,A5,debt_consolidation,2018-08-01
1946067,481501,25000.0, 36 months,11.49,824.29,B,B5,credit_card,2016-09-01
1087413,459127,22525.0, 36 months,17.27,806.11,D,D3,credit_card,2016-01-01
593436,280825,5000.0, 36 months,9.44,160.03,B,B1,credit_card,2017-08-01
771023,480778,13500.0, 36 months,10.47,438.6,B,B2,debt_consolidation,2018-09-01
784171,235032,35000.0, 60 months,16.14,853.74,C,C4,debt_consolidation,2018-09-01
854722,651148,4000.0, 36 months,10.47,129.96,B,B2,home_improvement,2018-07-01
1207943,500530,25000.0, 36 months,10.99,818.35,B,B3,debt_consolidation,2014-08-01
1232993,19475,6000.0, 36 months,10.99,196.41,B,B3,moving,2014-07-01
1897377,316293,12000.0, 36 months,14.09,410.66,B,B5,debt_consolidation,2012-11-01
2066580,449510,20000.0, 60 months,19.03,519.15,D,D3,credit_card,2017-12-01
1164338,403393,20000.0, 36 months,12.49,668.98,B,B5,credit_card,2014-10-01
2054589,574635,5000.0, 36 months,10.42,162.33,B,B3,home_improvement,2017-12-01
2120125,400824,8000.0, 36 months,9.44,256.04,B,B1,credit_card,2017-10-01
1228394,580262,12000.0, 36 months,6.03,365.23,A,A1,debt_consolidation,2014-07-01
819494,657398,16000.0, 60 months,10.47,343.67,B,B2,house,2018-08-01
1057605,522142,6000.0, 36 months,7.89,187.72,A,A5,debt_consolidation,2016-02-01
986153,593339,18150.0, 36 months,20.75,681.48,E,E2,debt_consolidation,2016-03-01
2137581,1442,30000.0, 60 months,9.44,629.18,B,B1,house,2017-10-01
816181,400075,5000.0, 36 months,8.46,157.75,A,A5,debt_consolidation,2018-08-01
1450954,436882,35000.0, 60 months,20.89,944.71,D,D4,credit_card,2018-10-01
538363,647267,19250.0, 36 months,17.09,687.18,D,D1,home_improvement,2017-09-01
1253433,331212,18900.0, 60 months,12.99,429.94,C,C1,credit_card,2014-06-01
721196,657958,7500.0, 36 months,15.31,261.13,C,C5,debt_consolidation,2016-04-01
568165,148984,20000.0, 60 months,10.42,429.09,B,B3,debt_consolidation,2017-08-01
1664827,418641,8500.0, 36 months,13.99,290.47,C,C3,home_improvement,2017-03-01
1323139,239047,10000.0, 36 months,8.9,317.54,A,A5,debt_consolidation,2014-02-01
2070869,545991,8000.0, 36 months,9.44,256.04,B,B1,home_improvement,2017-12-01
2079704,481256,14000.0, 60 months,9.93,296.98,B,B2,home_improvement,2017-11-01
2141838,664550,14000.0, 60 months,26.3,421.66,E,E5,debt_consolidation,2017-10-01
1359196,521053,3400.0, 36 months,10.33,110.24,B,B1,credit_card,2018-12-01
1487462,383870,20000.0, 60 months,17.47,502.12,D,D1,house,2018-06-01
71471,318304,30550.0, 36 months,7.89,955.78,A,A5,debt_consolidation,2015-11-01
33230,146833,15000.0, 36 months,10.64,488.53,B,B4,debt_consolidation,2015-12-01
835089,599978,24000.0, 36 months,23.4,934.05,E,E1,debt_consolidation,2018-08-01
1918720,316161,7750.0, 36 months,14.09,265.22,B,B5,debt_consolidation,2012-07-01
1282384,425407,1600.0, 36 months,10.99,52.38,B,B2,credit_card,2014-05-01
2001605,16753,25000.0, 36 months,10.49,812.45,B,B3,debt_consolidation,2016-08-01
1519424,469373,20000.0, 36 months,12.13,665.53,B,B5,debt_consolidation,2018-06-01
113534,21468,31800.0, 60 months,16.99,790.15,D,D3,debt_consolidation,2015-10-01
1502709,506570,16000.0, 60 months,14.52,376.62,C,C3,credit_card,2018-06-01
1581632,59595,2500.0, 36 months,7.96,78.3,A,A5,debt_consolidation,2018-04-01
939694,605520,30000.0, 60 months,16.99,745.42,D,D1,credit_card,2017-05-01
1291987,55597,7575.0, 36 months,12.49,253.38,B,B4,medical,2014-04-01
1273760,233654,4000.0, 36 months,12.99,134.76,C,C1,debt_consolidation,2014-05-01
224977,628178,12000.0, 36 months,8.18,377.04,B,B1,debt_consolidation,2015-07-01
539051,601945,16000.0, 36 months,9.93,515.75,B,B2,debt_consolidation,2017-09-01
336366,654862,10000.0, 36 months,10.99,327.34,B,B4,credit_card,2015-03-01
1054501,545368,21600.0, 60 months,15.31,517.39,C,C5,credit_card,2016-02-01
336657,403447,6000.0, 36 months,13.33,203.12,C,C3,other,2015-03-01
1535987,455166,18000.0, 36 months,13.06,607.02,C,C1,other,2018-05-01
1117566,174180,4200.0, 36 months,11.44,138.38,B,B4,other,2014-12-01
400540,230591,13800.0, 36 months,10.49,448.47,B,B3,debt_consolidation,2015-01-01
1074578,233962,7125.0, 36 months,19.53,263.09,D,D5,credit_card,2016-02-01
1301990,581714,15000.0, 60 months,15.31,359.3,C,C4,debt_consolidation,2014-04-01
1117270,51842,22000.0, 60 months,19.99,582.75,E,E3,debt_consolidation,2014-12-01
1372272,477586,7000.0, 36 months,7.56,217.94,A,A3,debt_consolidation,2018-12-01
2071301,59993,15000.0, 36 months,7.35,465.57,A,A4,home_improvement,2017-12-01
57579,262828,10200.0, 36 months,25.99,410.91,F,F5,other,2015-11-01
2009288,669780,6500.0, 36 months,10.49,211.24,B,B3,debt_consolidation,2016-07-01
1197533,57920,10000.0, 60 months,25.8,298.23,G,G1,medical,2014-09-01
70403,423793,15000.0, 60 months,12.59,338.16,C,C2,debt_consolidation,2015-11-01
693816,399710,22000.0, 36 months,11.99,730.61,C,C1,debt_consolidation,2016-05-01
1863279,456854,2300.0, 36 months,13.11,77.62,B,B4,major_purchase,2013-04-01
1603849,512566,10000.0, 36 months,6.07,304.54,A,A2,credit_card,2018-04-01
450570,404291,20000.0, 36 months,5.31,602.21,A,A1,debt_consolidation,2018-03-01
2004212,400447,12000.0, 36 months,12.79,403.12,C,C1,small_business,2016-07-01
1048596,451234,6500.0, 36 months,13.67,221.12,C,C3,debt_consolidation,2016-02-01
1646146,325077,11000.0, 36 months,12.18,366.3,B,B4,debt_consolidation,2009-11-01
1767332,264773,11575.0, 36 months,16.2,408.09,C,C4,debt_consolidation,2013-11-01
91243,306310,8175.0, 36 months,13.99,279.37,C,C4,credit_card,2015-10-01
1018998,4527,12000.0, 60 months,11.99,266.88,C,C1,debt_consolidation,2016-03-01
1212153,442446,22000.0, 60 months,19.52,577.01,E,E2,debt_consolidation,2014-08-01
583240,475464,11000.0, 36 months,13.59,373.77,C,C2,debt_consolidation,2017-08-01
1876116,477689,4725.0, 36 months,15.8,165.66,C,C3,debt_consolidation,2013-02-01
2128883,651485,12600.0, 36 months,7.35,391.08,A,A4,credit_card,2017-10-01
2220198,425008,8800.0, 36 months,6.99,271.68,A,A2,debt_consolidation,2016-11-01
12,548224,16000.0, 60 months,12.88,363.07,C,C2,debt_consolidation,2015-12-01
205635,329759,18750.0, 36 months,12.29,625.37,C,C1,credit_card,2015-08-01
1414931,432554,18000.0, 36 months,6.46,551.36,A,A1,debt_consolidation,2018-11-01
263584,87785,14000.0, 60 months,16.55,344.56,D,D2,home_improvement,2015-06-01
1583558,54814,5000.0, 36 months,6.71,153.73,A,A3,debt_consolidation,2018-04-01
435692,574895,25000.0, 36 months,10.9,817.29,B,B4,debt_consolidation,2018-03-01
205000,162322,8000.0, 36 months,6.89,246.62,A,A3,home_improvement,2015-07-01
988805,393554,10000.0, 60 months,19.53,262.34,D,D5,medical,2016-03-01
1496989,614227,2400.0, 36 months,19.42,88.49,D,D3,medical,2018-06-01
1778218,680819,8000.0, 36 months,9.67,256.9,B,B1,debt_consolidation,2013-11-01
327327,549880,8400.0, 36 months,6.39,257.04,A,A2,debt_consolidation,2015-04-01
568374,602066,13600.0, 36 months,11.99,451.65,B,B5,debt_consolidation,2017-08-01
2048469,317018,20000.0, 60 months,23.88,573.97,E,E2,debt_consolidation,2017-12-01
1178551,309914,7000.0, 36 months,10.15,226.37,B,B2,debt_consolidation,2014-10-01
543435,358535,15000.0, 60 months,9.93,318.19,B,B2,debt_consolidation,2017-09-01
1610903,402746,16000.0, 60 months,18.45,410.23,D,D2,car,2018-04-01
1126081,487590,6000.0, 36 months,11.44,197.69,B,B4,debt_consolidation,2014-12-01
2030437,567472,12000.0, 60 months,13.99,279.16,C,C3,debt_consolidation,2016-07-01
198816,416592,5000.0, 36 months,13.33,169.27,C,C3,other,2015-08-01
1478239,555100,30000.0, 60 months,22.35,834.55,D,D5,debt_consolidation,2018-10-01
2136409,413215,15000.0, 36 months,10.91,490.45,B,B4,home_improvement,2017-10-01
1060687,539644,30000.0, 36 months,11.47,988.86,B,B5,debt_consolidation,2016-02-01
1468723,501874,9000.0, 36 months,15.02,312.08,C,C3,debt_consolidation,2018-10-01
859718,109986,12800.0, 36 months,15.02,443.85,C,C3,credit_card,2018-07-01
57208,368626,4800.0, 36 months,12.59,160.79,C,C2,credit_card,2015-11-01
2024406,661945,10000.0, 60 months,26.99,305.3,F,F3,home_improvement,2016-07-01
2253496,356438,10000.0, 36 months,8.59,316.1,A,A5,credit_card,2016-10-01
637675,578190,10000.0, 60 months,20.0,264.94,D,D4,debt_consolidation,2017-07-01
196233,515926,28075.0, 60 months,22.99,791.29,F,F2,debt_consolidation,2015-08-01
